"subject" "activity" "measurement" "X" "Y" "Z" "Magnitude"
"1288" "2" "WALKING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.558104554745763
"1468" "2" "WALKING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.530704814745763
"1648" "2" "WALKING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.651792839661017
"1828" "2" "WALKING" "FrequencyDomainBodyGyroscopeMean" -0.429713536101695 -0.55477211220339 -0.396659907457627 NA
"2008" "2" "WALKING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.604053019152542 -0.533046952542373 -0.559856635084746 NA
"2188" "2" "WALKING" "TimeseriesBodyAccelerationJerkMean" 0.0618080696279661 0.0182492679288136 0.00789533706610169 -0.281424153881356
"2368" "2" "WALKING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.277530462620339 -0.0166022362847458 -0.586090418983051 -0.164150985127119
"2548" "2" "WALKING" "TimeseriesBodyAccelerationMean" 0.276426586440678 -0.0185949199145763 -0.105500357966102 -0.290407593728814
"2728" "2" "WALKING" "TimeseriesBodyAccelerationStandardDeviation" -0.423642838474576 -0.0780912533118644 -0.425257524915254 -0.422544169322034
"2908" "2" "WALKING" "TimeseriesBodyGyroscopeJerkMean" -0.0818833429152542 -0.0538299449067797 -0.0514939156830508 -0.547911950338983
"3088" "2" "WALKING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.389549831525424 -0.634140436101695 -0.435492677288136 -0.557798151355932
"3268" "2" "WALKING" "TimeseriesBodyGyroscopeMean" -0.0530258157347458 -0.0482382316949153 0.0828336633220339 -0.446549092881356
"3448" "2" "WALKING" "TimeseriesBodyGyroscopeStandardDeviation" -0.561550255762712 -0.53845366779661 -0.481085535084746 -0.553019916271186
"3628" "2" "WALKING" "TimeseriesGravityAccelerationMean" 0.91301733338983 -0.34660709 0.0847270871186441 -0.290407593728814
"3808" "2" "WALKING" "TimeseriesGravityAccelerationStandardDeviation" -0.972693201355932 -0.972116879661017 -0.972072847627119 -0.422544169322034
"29" "2" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationJerkMean" 0.138120681087234 0.0962091607617021 -0.271498721106383 NA
"209" "2" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationJerkStandardDeviation" 0.0499590624829787 0.0808333491276596 -0.408227423191489 NA
"389" "2" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationMean" 0.112841160325532 0.278345041765957 -0.131290772 0.293424826591489
"569" "2" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationStandardDeviation" 0.0161046198595745 0.171973972957447 -0.162032894287234 -0.0214787881723404
"749" "2" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA 0.222247409576596
"929" "2" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA 0.227480732542553
"1109" "2" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.380175306489362
"1289" "2" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.343698985425532
"1469" "2" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.320838543553191
"1649" "2" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.372576755361702
"1829" "2" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyGyroscopeMean" -0.145775970406383 -0.361913824 -0.0874944736085106 NA
"2009" "2" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.379436674361702 -0.458732747446809 -0.422987665106383 NA
"2189" "2" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationJerkMean" 0.110040615569574 -0.00327959081489362 -0.0209351677765957 0.00565516335106383
"2369" "2" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationJerkStandardDeviation" 0.147249143238298 0.126828014557447 -0.340122023191489 0.22961718512766
"2549" "2" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationMean" 0.27761534806383 -0.0226614158361702 -0.116812942382979 0.0899511204978723
"2729" "2" "WALKING_DOWNSTAIRS" "TimeseriesBodyAccelerationStandardDeviation" 0.0463666814446808 0.262881788951064 -0.10283790806383 0.215586334889362
"2909" "2" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeJerkMean" -0.0581038498510638 -0.0421470257531915 -0.0710229816893617 -0.410872671489362
"3089" "2" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.243940592553192 -0.469396701106383 -0.218266318606383 -0.343187875404255
"3269" "2" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeMean" -0.11594735287234 -0.00482329231914894 0.097173808906383 -0.162188586930426
"3449" "2" "WALKING_DOWNSTAIRS" "TimeseriesBodyGyroscopeStandardDeviation" -0.320789230008511 -0.415739144893617 -0.279418388042553 -0.274844110531915
"3629" "2" "WALKING_DOWNSTAIRS" "TimeseriesGravityAccelerationMean" 0.861831345531915 -0.325780100638298 -0.0438890162723404 0.0899511204978723
"3809" "2" "WALKING_DOWNSTAIRS" "TimeseriesGravityAccelerationStandardDeviation" -0.940361759574468 -0.940068525531915 -0.931438313191489 0.215586334889362
"30" "2" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationJerkMean" -0.258639439729167 -0.1878421317125 -0.522728063333333 NA
"210" "2" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.365415441458333 -0.243554146666667 -0.625090981458333 NA
"390" "2" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationMean" -0.266720933270833 0.00992445881854167 -0.281001986202083 -0.14531853915625
"570" "2" "WALKING_UPSTAIRS" "FrequencyDomainBodyAccelerationStandardDeviation" -0.320582414375 0.0848802791083333 -0.09454497643125 -0.36672824375
"750" "2" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.189511136902083
"930" "2" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.2604238389625
"1110" "2" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.60079849625
"1290" "2" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.621820202916667
"1470" "2" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.450612184791667
"1650" "2" "WALKING_UPSTAIRS" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.438620401875
"1830" "2" "WALKING_UPSTAIRS" "FrequencyDomainBodyGyroscopeMean" -0.331643577458333 -0.488086123958333 -0.248601122 NA
"2010" "2" "WALKING_UPSTAIRS" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.476358845625 -0.459758488958333 -0.218072471479167 NA
"2190" "2" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationJerkMean" 0.0744507839572917 -0.00970985514333333 0.01948143925 -0.321268911041667
"2370" "2" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.276121886479167 -0.185648954220833 -0.5737463525 -0.21738939458125
"2550" "2" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationMean" 0.247164790395833 -0.0214121132045833 -0.152513899520833 -0.107322679520833
"2730" "2" "WALKING_UPSTAIRS" "TimeseriesBodyAccelerationStandardDeviation" -0.304376406458333 0.108027279889583 -0.112121021220833 -0.205977045295833
"2910" "2" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeJerkMean" -0.0828858001333333 -0.0424053708458333 -0.0445157481625 -0.572816438541667
"3090" "2" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.464854363125 -0.645491337708333 -0.467595961041667 -0.597291719166667
"3270" "2" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeMean" -0.0576912634583333 -0.0320883097395833 0.0688374021666667 -0.219713472958333
"3450" "2" "WALKING_UPSTAIRS" "TimeseriesBodyGyroscopeStandardDeviation" -0.439253058958333 -0.466298336666667 -0.163995791679167 -0.377532167604167
"3630" "2" "WALKING_UPSTAIRS" "TimeseriesGravityAccelerationMean" 0.790717418541667 -0.416214890416667 -0.195888238891667 -0.107322679520833
"3810" "2" "WALKING_UPSTAIRS" "TimeseriesGravityAccelerationStandardDeviation" -0.934407739791667 -0.92376745375 -0.878004056875 -0.205977045295833
"145" "3" "LAYING" "FrequencyDomainBodyAccelerationJerkMean" -0.980513202258064 -0.968752113709677 -0.979122344354839 NA
"325" "3" "LAYING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.983122615967742 -0.971044012741936 -0.983711904677419 NA
"505" "3" "LAYING" "FrequencyDomainBodyAccelerationMean" -0.980665609032258 -0.961169982903226 -0.968332141612903 -0.96552427516129
"685" "3" "LAYING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.983691129032258 -0.964094604193548 -0.96327908016129 -0.968350217419355
"865" "3" "LAYING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.975949597903226
"1045" "3" "LAYING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.975305377903226
"1225" "3" "LAYING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.984278251290323
"1405" "3" "LAYING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.982568158064516
"1585" "3" "LAYING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.96458672483871
"1765" "3" "LAYING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.955441855806452
"1945" "3" "LAYING" "FrequencyDomainBodyGyroscopeMean" -0.970167262903226 -0.978099682258065 -0.962341960806452 NA
"2125" "3" "LAYING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.975986433709677 -0.977032495483871 -0.967256854193548 NA
"2305" "3" "LAYING" "TimeseriesBodyAccelerationJerkMean" 0.0769811125806452 0.0138041011306452 -0.00435625874355645 -0.979484593387097
"2485" "3" "LAYING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.98087931483871 -0.968710724677419 -0.982093162903226 -0.976121297903226
"2665" "3" "LAYING" "TimeseriesBodyAccelerationMean" 0.275516852741935 -0.0189556785048387 -0.101300477506452 -0.972791346129032
"2845" "3" "LAYING" "TimeseriesBodyAccelerationStandardDeviation" -0.982776639193548 -0.962057544516129 -0.96369103483871 -0.964218176451613
"3025" "3" "LAYING" "TimeseriesBodyGyroscopeJerkMean" -0.10004449883871 -0.0389771765322581 -0.06873387 -0.98671362516129
"3205" "3" "LAYING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.980328645 -0.986762741935484 -0.983338279516129 -0.983139255645161
"3385" "3" "LAYING" "TimeseriesBodyGyroscopeMean" -0.0208170540330645 -0.0718507159435484 0.137999561112903 -0.951564751451613
"3565" "3" "LAYING" "TimeseriesBodyGyroscopeStandardDeviation" -0.974545752096774 -0.977272653709677 -0.963505609032258 -0.954275110967742
"3745" "3" "LAYING" "TimeseriesGravityAccelerationMean" -0.241758478064516 0.837032099677419 0.48870318516129 -0.972791346129032
"3925" "3" "LAYING" "TimeseriesGravityAccelerationStandardDeviation" -0.982512193064516 -0.981202749677419 -0.964807543870968 -0.964218176451613
"146" "3" "SITTING" "FrequencyDomainBodyAccelerationJerkMean" -0.974950363461538 -0.954170151346154 -0.970845669423077 NA
"326" "3" "SITTING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.976283534807692 -0.956461756730769 -0.9771595725 NA
"506" "3" "SITTING" "FrequencyDomainBodyAccelerationMean" -0.970154440961538 -0.891907751346154 -0.917987925384615 -0.904185725576923
"686" "3" "SITTING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.971605878461538 -0.8496556575 -0.864322464038462 -0.874626592115385
"866" "3" "SITTING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.965888891730769
"1046" "3" "SITTING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.966568852884615
"1226" "3" "SITTING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.977898105576923
"1406" "3" "SITTING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.976689802692308
"1586" "3" "SITTING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.946664943653846
"1766" "3" "SITTING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.925449629
"1946" "3" "SITTING" "FrequencyDomainBodyGyroscopeMean" -0.957550637692308 -0.95617355 -0.934967958846154 NA
"2126" "3" "SITTING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.968013062884615 -0.939609988461538 -0.930633150769231 NA
"2306" "3" "SITTING" "TimeseriesBodyAccelerationJerkMean" 0.0726098418653846 0.00272529134230769 -0.00423348373557692 -0.969080752884615
"2486" "3" "SITTING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.974467390384615 -0.953631390961538 -0.974661565961538 -0.966550084230769
"2666" "3" "SITTING" "TimeseriesBodyAccelerationMean" 0.257197599134615 -0.00350299841730769 -0.0983579203269231 -0.895383350192308
"2846" "3" "SITTING" "TimeseriesBodyAccelerationStandardDeviation" -0.971010120961538 -0.856617812115385 -0.875110175384615 -0.8703017
"3026" "3" "SITTING" "TimeseriesBodyGyroscopeJerkMean" -0.103605889057692 -0.0360909881807692 -0.0590079966686538 -0.977998051923077
"3206" "3" "SITTING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.972546905961538 -0.978635908653846 -0.973751670576923 -0.976772675961538
"3386" "3" "SITTING" "TimeseriesBodyGyroscopeMean" -0.0385365204807692 -0.07524100275 0.0940113975530769 -0.919354372307692
"3566" "3" "SITTING" "TimeseriesBodyGyroscopeStandardDeviation" -0.965434768461538 -0.944854571346154 -0.926413710384615 -0.925518103807692
"3746" "3" "SITTING" "TimeseriesGravityAccelerationMean" 0.901098984615385 0.127303379245962 0.139020582461538 -0.895383350192308
"3926" "3" "SITTING" "TimeseriesGravityAccelerationStandardDeviation" -0.957324457884615 -0.903923008269231 -0.897736318269231 -0.8703017
"147" "3" "STANDING" "FrequencyDomainBodyAccelerationJerkMean" -0.957666856721311 -0.943497973606557 -0.969174903442623 NA
"327" "3" "STANDING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.960570921803279 -0.943948547213115 -0.975595949508197 NA
"507" "3" "STANDING" "FrequencyDomainBodyAccelerationMean" -0.960123409508197 -0.908075353770492 -0.939507735245902 -0.926968932295082
"687" "3" "STANDING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.969931287377049 -0.89243434852459 -0.904801254590164 -0.921836076557377
"867" "3" "STANDING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.948627467704918
"1047" "3" "STANDING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.94820681442623
"1227" "3" "STANDING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.960331717868852
"1407" "3" "STANDING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.957121510491803
"1587" "3" "STANDING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.913682362622951
"1767" "3" "STANDING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.883439718032787
"1947" "3" "STANDING" "FrequencyDomainBodyGyroscopeMean" -0.901282267540984 -0.937711157213115 -0.916172537704918 NA
"2127" "3" "STANDING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.901985672459016 -0.923125941147541 -0.919743846065574 NA
"2307" "3" "STANDING" "TimeseriesBodyAccelerationJerkMean" 0.0750900622277049 0.00771663644590164 -0.00807177934114754 -0.959303840327869
"2487" "3" "STANDING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.957086489344262 -0.941686785737705 -0.973059634918033 -0.948770043278689
"2667" "3" "STANDING" "TimeseriesBodyAccelerationMean" 0.280046513278689 -0.0143376555065574 -0.101621722633148 -0.925430819016393
"2847" "3" "STANDING" "TimeseriesBodyAccelerationStandardDeviation" -0.96674254295082 -0.893449307213115 -0.911419015081967 -0.915143303606557
"3027" "3" "STANDING" "TimeseriesBodyGyroscopeJerkMean" -0.0994602620655738 -0.0472415819016393 -0.0416832156688525 -0.962339339672131
"3207" "3" "STANDING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.940937642459016 -0.968433747868853 -0.958293011803279 -0.957679766885246
"3387" "3" "STANDING" "TimeseriesBodyGyroscopeMean" -0.0246626070770492 -0.0585101918262295 0.0665262054098361 -0.892089349344262
"3567" "3" "STANDING" "TimeseriesBodyGyroscopeStandardDeviation" -0.900462227540984 -0.927788618196721 -0.91236408147541 -0.88212522147541
"3747" "3" "STANDING" "TimeseriesGravityAccelerationMean" 0.93503077852459 -0.301735130327869 0.024763106752459 -0.925430819016393
"3927" "3" "STANDING" "TimeseriesGravityAccelerationStandardDeviation" -0.982020428032787 -0.957425321803279 -0.928161577377049 -0.915143303606557
"148" "3" "WALKING" "FrequencyDomainBodyAccelerationJerkMean" -0.304694442551724 -0.140508590224138 -0.514137255344828 NA
"328" "3" "WALKING" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.296596633103448 -0.00561498755362069 -0.543529108103448 NA
"508" "3" "WALKING" "FrequencyDomainBodyAccelerationMean" -0.316614011689655 -0.0813024353275862 -0.412374074482759 -0.290031535172414
"688" "3" "WALKING" "FrequencyDomainBodyAccelerationStandardDeviation" -0.379276781206897 -0.124030832001724 -0.422998473965517 -0.456373080862069
"868" "3" "WALKING" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.186764516965517
"1048" "3" "WALKING" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.0898519904044828
"1228" "3" "WALKING" "FrequencyDomainBodyBodyGyroscopeJerkMean" NA NA NA -0.607751646034483
"1408" "3" "WALKING" "FrequencyDomainBodyBodyGyroscopeJerkStandardDeviation" NA NA NA -0.549087007931034
"1588" "3" "WALKING" "FrequencyDomainBodyBodyGyroscopeMean" NA NA NA -0.569755772241379
"1768" "3" "WALKING" "FrequencyDomainBodyBodyGyroscopeStandardDeviation" NA NA NA -0.632643292931034
"1948" "3" "WALKING" "FrequencyDomainBodyGyroscopeMean" -0.437845763793103 -0.561526265344828 -0.418126217413793 NA
"2128" "3" "WALKING" "FrequencyDomainBodyGyroscopeStandardDeviation" -0.615121369827586 -0.568888673448276 -0.545896388103448 NA
"2308" "3" "WALKING" "TimeseriesBodyAccelerationJerkMean" 0.0814745882660345 0.0100591485 -0.00562264594827586 -0.280009317413793
"2488" "3" "WALKING" "TimeseriesBodyAccelerationJerkStandardDeviation" -0.26867964387931 -0.0449619594258621 -0.52948611637931 -0.139916355325862
"2668" "3" "WALKING" "TimeseriesBodyAccelerationMean" 0.275567462068966 -0.0171767844203448 -0.112674859827586 -0.254690333275862
"2848" "3" "WALKING" "TimeseriesBodyAccelerationStandardDeviation" -0.360356726034483 -0.0699140652103448 -0.387411994310345 -0.328428936551724
"3028" "3" "WALKING" "TimeseriesBodyGyroscopeJerkMean" -0.0952398165017241 -0.0387874651724138 -0.0503616100815517 -0.566135217931034
"3208" "3" "WALKING" "TimeseriesBodyGyroscopeJerkStandardDeviation" -0.385922986034483 -0.639087984137931 -0.536664080344828 -0.567371560862069
"3388" "3" "WALKING" "TimeseriesBodyGyroscopeMean" -0.0256405192517241 -0.0779150937413793 0.0813485942827586 -0.466411754137931
"3568" "3" "WALKING" "TimeseriesBodyGyroscopeStandardDeviation" -0.571869560172414 -0.563793260172414 -0.476696411551724 -0.561510683275862
"3748" "3" "WALKING" "TimeseriesGravityAccelerationMean" 0.936506743275862 -0.261986357931034 -0.138107866258621 -0.254690333275862
"3928" "3" "WALKING" "TimeseriesGravityAccelerationStandardDeviation" -0.97777159137931 -0.962355639482759 -0.952091795 -0.328428936551724
"149" "3" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationJerkMean" -0.0906707125102041 -0.135938542632653 -0.529059450612245 NA
"329" "3" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationJerkStandardDeviation" -0.165442898685714 -0.14772824006198 -0.613525074285714 NA
"509" "3" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationMean" -0.0421706943244898 -0.00770048300204082 -0.404452414285714 0.0289413195612245
"689" "3" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyAccelerationStandardDeviation" -0.0654417192653061 -0.109722354322449 -0.389723034061224 -0.233849422120408
"869" "3" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkMean" NA NA NA -0.049477977322449
"1049" "3" "WALKING_DOWNSTAIRS" "FrequencyDomainBodyBodyAccelerationJerkStandardDeviation" NA NA NA -0.159102288018367
